ATM_Address,ATM_City_State,Merchant_Category,Merchant_Name,Transaction_Code,Transaction_Code_Description,Transaction_Type,Transaction_Type_Description,Transaction_Number,Amount_Completed,Transaction_Date,Time_Local_hhmmss,Recurring_Trxn,CustomerID
4730 South Fort Apa,LAS VEGASNV,7832,CP* FLAGSHIPMOVI,40,D/C SETTLEMENT,X,Pinless Settlements ,61,49.56,2025-12-31,93041, ,BSB409955
206 NEW COUNTY RD (,THOMASTONME,5814,DUNKIN #345601 Q,40,D/C SETTLEMENT,X,Pinless Settlements ,86,4.37,2025-12-30,85800, ,BSB173095
280 ST.JOHN STREET,PORTLANDME,5812,BLUE SKY CHINESE,40,D/C SETTLEMENT,X,Pinless Settlements ,78,56.03,2025-12-29,182215, ,BSB398990
440 Terry Ave N,SEATTLEWA,5818,Prime Video Chan,40,D/C SETTLEMENT,X,Pinless Settlements ,35,13.7,2026-01-01,140715, ,BSB173095
2535 North First St,San JoseCA,5311,eBay O*14-14039-,40,D/C SETTLEMENT,X,Pinless Settlements ,93,14.49,2026-01-02,5301, ,BSB001806
53 Us Route 1,BUCKSPORTME,5411,HANNAFORD #8152,40,D/C SETTLEMENT,X,Pinless Settlements ,78,33.95,2025-12-30,175926, ,BSB101817
380 US ROUTE 2 EAST,WILTONME,5814,DUNKIN #341486 Q,40,D/C SETTLEMENT,X,Pinless Settlements ,58,6.48,2025-12-30,62600, ,BSB390925
7700 EASTPORT PARKW,4029357733CA,4829,PAYPAL *M.HARDY1,40,D/C SETTLEMENT,X,Pinless Settlements ,74,127.66,2025-12-30,154317, ,BSB432581
83 EDISON DR,AUGUSTAME,4900,CENTRAL MAINE PO,40,D/C SETTLEMENT,X,Pinless Settlements ,56,507.71,2026-01-01,80340, ,BSB173095
59 PORTLAND RD,KENNEBUNKME,5541,CIRCLE K 07054,40,D/C SETTLEMENT,X,Pinless Settlements ,48,14.04,2026-01-01,214412, ,BSB210779
2360 CONGRESS ST,PORTLANDME,4784,MAINE TURNPIKE A,40,D/C SETTLEMENT,X,Pinless Settlements ,23,20.0,2025-12-30,202919, ,BSB427985
440 Terry Ave N,SEATTLEWA,5942,AMAZON MKTPL*NJ3,40,D/C SETTLEMENT,X,Pinless Settlements ,91,31.38,2025-12-30,201322, ,BSB342044
303 2nd Street Suit,SAN FRANCISCOCA,5812,DD *DOORDASH POR,40,D/C SETTLEMENT,X,Pinless Settlements ,96,43.69,2026-01-01,104452, ,BSB311287
1465 LISBON ST,LEWISTONME,5812,FAST BREAKS REST,40,D/C SETTLEMENT,X,Pinless Settlements ,47,12.0,2025-12-30,162258, ,BSB007022
"8 Gurnet Road, Suit",BRUNSWICKME,5411,HANNAFORD PRISM,40,D/C SETTLEMENT,X,Pinless Settlements ,32,168.39,2026-01-01,82257, ,BSB117123
2261 Market Street,SAN FRANCISCOCA,5399,WHATNOT,40,D/C SETTLEMENT,X,Pinless Settlements ,49,23.52,2026-01-01,161346,Y,BSB017279
ONE APPLE PARK WAY,CUPERTINOCA,5818,APPLE.COM/BILL,40,D/C SETTLEMENT,X,Pinless Settlements ,51,12.99,2025-12-31,54400,Y,BSB326186
93 Main St,WatervilleME,5814,SQ *BORDERLANDS,40,D/C SETTLEMENT,X,Pinless Settlements ,24,9.25,2026-01-01,101409, ,BSB318344
ONE APPLE PARK WAY,CUPERTINOCA,5818,APPLE.COM/BILL,40,D/C SETTLEMENT,X,Pinless Settlements ,11,0.99,2026-01-01,85758,Y,BSB505985
ONE APPLE PARK WAY,CUPERTINOCA,5818,APPLE.COM/BILL,40,D/C SETTLEMENT,X,Pinless Settlements ,4,21.07,2026-01-01,200640,Y,BSB481787
STA RITA YORO DOSCU,YORO,5813,REST Y DISCOTECA,40,D/C SETTLEMENT,X,Pinless Settlements ,77,22.8,2026-01-01,43527, ,BSB135012
8410 W BRYN MAWR,CHICAGOIL,4814,U.S. CELLULAR,40,D/C SETTLEMENT,X,Pinless Settlements ,19,208.04,2025-12-31,93851,Y,BSB151621
440 Terry Ave N,SEATTLEWA,5942,AMAZON MKTPL*B27,40,D/C SETTLEMENT,X,Pinless Settlements ,70,33.75,2025-12-31,13220, ,BSB264804
5092 ACCESS RD,CARABASET VLYME,5812,SUGARLOAF -F&B,40,D/C SETTLEMENT,X,Pinless Settlements ,45,91.68,2026-01-01,112922, ,BSB264804
XXXXX625X XXXXXXXXX,4029357733,5970,PAYPAL *GRABIE,40,D/C SETTLEMENT,X,Pinless Settlements ,32,25.98,2026-01-01,210107,Y,BSB226790
4 World Trade Cente,New YorkNY,4899,Spotify P3DFE91B,40,D/C SETTLEMENT,X,Pinless Settlements ,5,11.59,2026-01-01,133130,Y,BSB505985
STA RITA YORO DOSCU,YORO,5813,REST Y DISCOTECA,40,D/C SETTLEMENT,X,Pinless Settlements ,60,22.04,2026-01-01,31927, ,BSB135012
7700 EASTPORT PARKW,4029357733NY,2741,PAYPAL *NY TIMES,40,D/C SETTLEMENT,X,Pinless Settlements ,9,4.0,2026-01-01,110457,Y,BSB226790
1431  MERCER ROAD,MERCERME,5542,MERCER IRVING,40,D/C SETTLEMENT,X,Pinless Settlements ,83,12.02,2025-12-31,103306, ,BSB348727
289 NORTH ST,HOULTONME,5541,DOC S PLACE CITG,40,D/C SETTLEMENT,X,Pinless Settlements ,38,1.5,2025-12-30,105302, ,BSB332410
440 Terry Ave N,SEATTLEWA,5818,AMAZON PRIME*QR2,40,D/C SETTLEMENT,X,Pinless Settlements ,7,3.15,2025-12-30,164636, ,BSB210671
192 LOUDON RD,CONCORDNH,7542,WASHVILLE CARWAS,40,D/C SETTLEMENT,X,Pinless Settlements ,47,10.0,2025-12-31,105108, ,BSB486193
1 EASTMAN ST,CONCORDNH,5541,EXXON CONCORD SE,40,D/C SETTLEMENT,X,Pinless Settlements ,25,39.11,2025-12-31,122900, ,BSB486193
258 STATE ST,BREWERME,5812,TST* HARVEST MOO,40,D/C SETTLEMENT,X,Pinless Settlements ,57,57.08,2025-12-31,171534, ,BSB321096
"2 FORT ROAD, CAMPUS",SOUTH PORTLANME,5942,SOUTHERNMAINECCB,40,D/C SETTLEMENT,X,Pinless Settlements ,8,111.52,2025-12-30,161259, ,BSB311287
59 PORTLAND RD,KENNEBUNKME,5541,CIRCLE K 07054,40,D/C SETTLEMENT,X,Pinless Settlements ,1,16.03,2025-12-31,1511, ,BSB210779
1 WASHINGTON PARK 1,NEWARKNJ,5968,Audible*3N8AF0P2,40,D/C SETTLEMENT,X,Pinless Settlements ,91,15.77,2026-01-01,53445,Y,BSB189410
206 NEW COUNTY RD (,THOMASTONME,5814,DUNKIN #345601 Q,40,D/C SETTLEMENT,X,Pinless Settlements ,53,13.38,2026-01-01,83600, ,BSB173095
2535 North First St,San JoseCA,5311,eBay O*22-14027-,40,D/C SETTLEMENT,X,Pinless Settlements ,35,21.09,2026-01-02,3532, ,BSB001806
440 Terry Ave N,SEATTLEWA,5818,Kindle Unltd*9K3,40,D/C SETTLEMENT,X,Pinless Settlements ,70,12.65,2025-12-31,112739, ,BSB311287
115 Perimeter Cente,ATLANTAGA,5812,CHINA ROSE IN FR,40,D/C SETTLEMENT,X,Pinless Settlements ,68,102.35,2025-12-31,111449, ,BSB409955
33 Main Street,DOVERNH,7230,SQ *HAIR BY JULI,40,D/C SETTLEMENT,X,Pinless Settlements ,71,64.9,2025-12-29,152029, ,BSB340731
119 Madison Ave,SkowheganME,5499,SQ *HIGH-POWERED,40,D/C SETTLEMENT,X,Pinless Settlements ,78,45.9,2025-12-30,123700,Y,BSB288588
1341 ATLANTIC HWY,WALDOBOROME,5814,DUNKIN #365305,40,D/C SETTLEMENT,X,Pinless Settlements ,53,4.2,2025-12-31,101400, ,BSB173095
730 CENTER ST,AUBURNME,7832,AUBURN 10 PLEX T,40,D/C SETTLEMENT,X,Pinless Settlements ,14,35.05,2025-12-31,131125, ,BSB409955
10 OSSIPEE TRL W,STANDISHME,5814,AROMA JOES - 40,40,D/C SETTLEMENT,X,Pinless Settlements ,80,5.29,2026-01-01,94024, ,BSB311287
440 Terry Ave N,SEATTLEWA,5942,AMAZON MKTPL*AK8,40,D/C SETTLEMENT,X,Pinless Settlements ,84,10.54,2025-12-30,201317, ,BSB342044
7700 EASTPORT PARKW,8558124430NY,4829,VENMO *HEATHER D,40,D/C SETTLEMENT,X,Pinless Settlements ,70,25.0,2026-01-01,211253, ,BSB311287
349 5th avenue 6th,NEW YORKNY,5812,SLICE*PATSPIZZA,40,D/C SETTLEMENT,X,Pinless Settlements ,18,53.3,2025-12-31,120347, ,BSB457866
1743 Maplelawn Dr,TROYMI,5814,365 VEND,40,D/C SETTLEMENT,X,Pinless Settlements ,41,0.75,2025-12-30,43447, ,BSB063926
580 HOULTON ROAD,WESTFIELDME,5814,CTLP*AROOSTOOK V,40,D/C SETTLEMENT,X,Pinless Settlements ,88,2.65,2025-12-24,184125, ,BSB501832
168 MAIN STREET SUI,CALAISME,5814,DD/BR #339701 Q3,40,D/C SETTLEMENT,X,Pinless Settlements ,4,11.85,2025-12-31,65800, ,BSB110225
1221 AVENUE OF THE,NEW YORKNY,4899,SXM*SIRIUSXM.COM,40,D/C SETTLEMENT,X,Pinless Settlements ,56,11.59,2026-01-02,40737,Y,BSB110225
15260 VENTURA BLVD,SHERMAN OAKSCA,5816,XSOLLA /MONOPOLY,40,D/C SETTLEMENT,X,Pinless Settlements ,92,21.09,2026-01-03,65325, ,BSB516842
440 Terry Ave N,SEATTLEWA,5942,AMAZON MKTPL*5X9,40,D/C SETTLEMENT,X,Pinless Settlements ,52,37.02,2025-12-30,201327, ,BSB342044
10 OSSIPEE TRL W,STANDISHME,5814,AROMA JOES - 40,40,D/C SETTLEMENT,X,Pinless Settlements ,15,12.74,2025-12-31,171410, ,BSB311287
4125 WINDWARD PLZA,ALPHARETTAGA,6012,SYNCB PAYMENT,40,D/C SETTLEMENT,X,Pinless Settlements ,58,65.0,2026-01-01,80241, ,BSB248288
701 E 60th St No,SIOUX FALLSSD,6012,"CITIBANK, N.A.",40,D/C SETTLEMENT,X,Pinless Settlements ,16,100.0,2026-01-01,65134, ,BSB248288
240 State Route 10,WHIPPANYNJ,5983,SUBURBAN PROPANE,40,D/C SETTLEMENT,X,Pinless Settlements ,65,346.42,2026-01-01,85113, ,BSB248288
125 CIVIC CENTER DR,AUGUSTAME,5814,AROMA JOES - 219,40,D/C SETTLEMENT,X,Pinless Settlements ,16,7.45,2025-12-31,170413, ,BSB288588
615 WILTON RD,FARMINGTONME,5814,SUBWAY 67394,40,D/C SETTLEMENT,X,Pinless Settlements ,11,9.48,2025-12-31,152553, ,BSB390925
4 WORLD TRACE CENTE,8777781161NY,4899,SPOTIFY,40,D/C SETTLEMENT,X,Pinless Settlements ,45,12.65,2026-01-01,75501,Y,BSB110225
90 Burnham Rd.,GORHAMME,8299,ATLANTIC DANCE A,40,D/C SETTLEMENT,X,Pinless Settlements ,74,104.5,2026-01-01,15001, ,BSB317666
213 North Ave,SkowheganME,5812,SQ *SLICE BAR,40,D/C SETTLEMENT,X,Pinless Settlements ,32,63.18,2026-01-01,122312, ,BSB288588
440 Terry Ave N,SEATTLEWA,5818,Amazon Digit*MP8,40,D/C SETTLEMENT,X,Pinless Settlements ,20,2.1,2026-01-01,181844, ,BSB342044
40 LONG PLAINS RD.,BUXTONME,5411,LOW S VARIETY BE,40,D/C SETTLEMENT,X,Pinless Settlements ,42,24.64,2025-12-31,142530, ,BSB311287
445 KENNEDY MEMORIA,WATERVILLEME,5499,CIRCLE K 07039,40,D/C SETTLEMENT,X,Pinless Settlements ,45,9.59,2025-12-30,71515, ,BSB432581
52 STEPHEN KING DR,AUGUSTAME,5812,RED ROBIN NO 517,40,D/C SETTLEMENT,X,Pinless Settlements ,99,68.62,2025-12-31,180045, ,BSB288588
1743 Maplelawn Dr,TROYMI,5814,365 VEND,40,D/C SETTLEMENT,X,Pinless Settlements ,75,0.75,2025-12-30,43419, ,BSB063926
0 One Freeport Vill,FreeportME,5948,COACH 4500,40,D/C SETTLEMENT,X,Pinless Settlements ,84,397.74,2026-01-01,204536, ,BSB288588
1743 Maplelawn Dr,TROYMI,5814,365 Market  888,40,D/C SETTLEMENT,X,Pinless Settlements ,56,2.96,2025-12-31,104752, ,BSB201304
7700 EASTPORT PARKW,8558124430NY,4829,VENMO *ADD FUNDS,40,D/C SETTLEMENT,X,Pinless Settlements ,6,0.63,2025-12-27,225207, ,BSB319852
89 MAIN ST,FAIRFIELDME,5541,CASEY S REDEMPTI,40,D/C SETTLEMENT,X,Pinless Settlements ,30,58.99,2025-12-28,121850, ,BSB118917
284 PAYNE RD,SCARBOROUGHME,5541,NOURIA STORE 110,40,D/C SETTLEMENT,X,Pinless Settlements ,4,25.0,2025-12-26,201500, ,BSB439050
50 BANGOR ST,HOULTONME,5542,DOC S PLACE CITG,40,D/C SETTLEMENT,X,Pinless Settlements ,99,20.0,2025-12-26,235753, ,BSB185124
193 MAIN ST,FARMINGTONME,5814,DUNKIN #340359 Q,40,D/C SETTLEMENT,X,Pinless Settlements ,3,15.81,2025-12-26,133300, ,BSB187164
33 DEPOT RD,FALMOUTHME,5912,WALGREENS #19461,40,D/C SETTLEMENT,X,Pinless Settlements ,12,28.21,2025-12-28,165125, ,BSB210399
1215 STATE ST,VEAZIEME,5814,DUNKIN #353173 Q,40,D/C SETTLEMENT,X,Pinless Settlements ,3,10.68,2025-12-26,103300, ,BSB413076
440 Terry Ave N,SEATTLEWA,5818,Kindle Svcs*9J0Q,40,D/C SETTLEMENT,X,Pinless Settlements ,94,5.26,2025-12-28,203535, ,BSB062119
1129 BANGOR ROAD,TROYME,5411,TROY GENERAL STO,40,D/C SETTLEMENT,X,Pinless Settlements ,52,13.36,2025-12-26,194853, ,BSB118917
45 COMMERCE DRIVE S,AUGUSTAME,9399,MAINE.GOV ONLINE,40,D/C SETTLEMENT,X,Pinless Settlements ,14,106.0,2025-12-26,113205, ,BSB356399
921 HARRELSON ST,FORT WALTON BFL,4225,ISTORAGE 8653,40,D/C SETTLEMENT,X,Pinless Settlements ,34,107.34,2025-12-26,1843,Y,BSB062656
7700 EASTPORT PARKW,8558124430NY,4829,VENMO *ADD FUNDS,40,D/C SETTLEMENT,X,Pinless Settlements ,34,4.3,2025-12-27,225036, ,BSB319852
300 Union Boulevard,LakewoodCO,5815,AWX*TVNOVAA.COMK,40,D/C SETTLEMENT,X,Pinless Settlements ,32,27.4,2026-01-02,122809,Y,BSB319852
45 COMMERCE DRIVE S,AUGUSTAME,9399,TOWN OF DOVER-FO,40,D/C SETTLEMENT,X,Pinless Settlements ,14,72.78,2026-01-02,30214, ,BSB453277
303 2nd Street Suit,SAN FRANCISCOCA,5812,DD *DOORDASH ZAX,40,D/C SETTLEMENT,X,Pinless Settlements ,32,26.74,2026-01-04,143647, ,BSB387268
268 DEPOT ST,UNITYME,5541,DEPOT COUNTRY ST,40,D/C SETTLEMENT,X,Pinless Settlements ,24,6.19,2026-01-02,180500, ,BSB118917
2921 Wilson Dr. NW,GRAND RAPIDSMI,5199,SP VERVITA PRODU,40,D/C SETTLEMENT,X,Pinless Settlements ,60,135.5,2026-01-04,212819, ,BSB246428
6263 N. Scottsdale,SOTTSDALEAZ,7372,PARCHMENT-UNIV D,40,D/C SETTLEMENT,X,Pinless Settlements ,69,6.0,2026-01-02,190951, ,BSB332524
706 MISSION ST,8005928996CA,4121,UBER   *TRIP,40,D/C SETTLEMENT,X,Pinless Settlements ,50,13.94,2026-01-03,204754,Y,BSB387268
15260 VENTURA BLVD,SHERMAN OAKSCA,5816,XSOLLA /MONOPOLY,40,D/C SETTLEMENT,X,Pinless Settlements ,4,8.43,2026-01-01,134919, ,BSB516842
1129 BANGOR ROAD,TROYME,5411,TROY GENERAL STO,40,D/C SETTLEMENT,X,Pinless Settlements ,94,7.04,2026-01-01,190122, ,BSB118917
20 UNIVERSITY ROAD,CAMBRIDGEMA,8062,MED*BETH ISRAEL,40,D/C SETTLEMENT,X,Pinless Settlements ,66,50.0,2026-01-02,85321, ,BSB341155
5676 US ROUTE 15 HW,MONTGOMERYPA,5541,SHEETZ 0686,40,D/C SETTLEMENT,X,Pinless Settlements ,88,7.45,2025-12-28,103600, ,BSB461334
3500 S DUPONT HWY,DOVERDE,7997,BetterMe Inc Wor,40,D/C SETTLEMENT,X,Pinless Settlements ,95,36.99,2025-12-27,13748,Y,BSB012396
155 Brackett St,PORTLANDME,5411,FRESH APPROACH,40,D/C SETTLEMENT,X,Pinless Settlements ,13,29.38,2025-12-27,140454, ,BSB299811
1 COASTAL MARKET DR,DAMARISCOTTAME,5411,MAIN STREET GROC,40,D/C SETTLEMENT,X,Pinless Settlements ,55,64.92,2025-12-27,100913, ,BSB062119
236 Main St,SacoME,5812,TST*GOLDEN ROOST,40,D/C SETTLEMENT,X,Pinless Settlements ,8,56.16,2025-12-26,95811, ,BSB439050
84 MAIN ST,COLEBROOKNH,5814,DUNKIN #359372 Q,40,D/C SETTLEMENT,X,Pinless Settlements ,66,6.87,2025-12-26,113700, ,BSB164292
609 MAIN ST,GORHAMNH,5941,SKI LOCAL,40,D/C SETTLEMENT,X,Pinless Settlements ,80,11.0,2025-12-27,145640, ,BSB390925
19 PARK STREET,COLEBROOKNH,5812,STRIKE ZONE PIZZ,40,D/C SETTLEMENT,X,Pinless Settlements ,76,24.82,2025-12-27,145143, ,BSB471119
417 Payne Road,SCARBOROUGHME,5411,HANNAFORD #8451,40,D/C SETTLEMENT,X,Pinless Settlements ,44,26.07,2025-12-26,122433, ,BSB439050
141 Front Street,BathME,5812,SQ *BATH BREWING,40,D/C SETTLEMENT,X,Pinless Settlements ,46,62.08,2025-12-27,143803, ,BSB210399
191 RIVERSIDE ST,PORTLANDME,7538,BERLIN CITY TOYO,40,D/C SETTLEMENT,X,Pinless Settlements ,23,454.0,2025-12-27,162729, ,BSB459915
459 Steven Avenue,PORTLANDME,7230,SQ *INDULGE SALO,40,D/C SETTLEMENT,X,Pinless Settlements ,44,45.5,2025-12-26,123648, ,BSB210399
2919 ATLANTIC HWY,WALDOBOROME,5812,CKE*BULLWINKLE&#,40,D/C SETTLEMENT,X,Pinless Settlements ,70,56.88,2025-12-28,200506, ,BSB191724
270 US-1,FalmouthME,5812,TST*FORESIDE TAV,40,D/C SETTLEMENT,X,Pinless Settlements ,30,50.0,2025-12-26,185407, ,BSB127570
9601 S MERIDIAN BLV,ENGLEWOODCO,4899,SLING.COM,40,D/C SETTLEMENT,X,Pinless Settlements ,32,45.99,2025-12-26,114526,Y,BSB506128
7700 EASTPORT PARKW,8558124430NY,4829,VENMO *ROBIN JON,40,D/C SETTLEMENT,X,Pinless Settlements ,94,45.0,2025-12-26,170023, ,BSB279099
1 BELMONT AVENUE,BELFASTME,5699,RENYS BELFAST,40,D/C SETTLEMENT,X,Pinless Settlements ,9,75.41,2025-12-29,115648, ,BSB194497
12 MAIN ST,NORRIDGEWOCKME,5541,NORRIDGEWOCK IRV,40,D/C SETTLEMENT,X,Pinless Settlements ,22,1.79,2025-12-31,91200, ,BSB248288
4125 WINDWARD PLZA,ALPHARETTAGA,6012,SYNCB PAYMENT,40,D/C SETTLEMENT,X,Pinless Settlements ,50,100.0,2026-01-01,73937, ,BSB248288
1 ANTHONY AVE,AUGUSTAME,5812,GREAT WALL BUFFE,40,D/C SETTLEMENT,X,Pinless Settlements ,64,36.61,2025-12-31,155907, ,BSB248288
22 BELMONT AVENUE,BELFASTME,5814,DUNKIN #363111,40,D/C SETTLEMENT,X,Pinless Settlements ,35,8.19,2025-12-26,141700, ,BSB338486
440 Terry Ave N,SEATTLEWA,5942,AMAZON MKTPL*6J8,40,D/C SETTLEMENT,X,Pinless Settlements ,58,27.84,2025-12-27,83221, ,BSB006199
995 UNION ST,BANGORME,5814,DUNKIN #302107 Q,40,D/C SETTLEMENT,X,Pinless Settlements ,37,12.96,2025-12-26,65600, ,BSB512493
564 Wilson Street,BREWERME,5310,MARDENS BREWER,40,D/C SETTLEMENT,X,Pinless Settlements ,73,31.34,2025-12-26,123810, ,BSB512493
749 HOGAN RD,BANGORME,5814,DUNKIN #336412 Q,40,D/C SETTLEMENT,X,Pinless Settlements ,91,23.21,2026-01-02,120700, ,BSB338486
10940 Wilshire Blvd,BangorCA,6012,SUNBIT_Darling_s,40,D/C SETTLEMENT,X,Pinless Settlements ,31,144.49,2025-12-29,103301,Y,BSB512493
37 FRONT ST #B,BELFASTME,5812,FRONT STREET PUB,40,D/C SETTLEMENT,X,Pinless Settlements ,19,146.99,2025-12-27,200419, ,BSB099817
303 2nd Street Suit,SAN FRANCISCOCA,5812,DD *DOORDASH KFC,40,D/C SETTLEMENT,X,Pinless Settlements ,85,29.45,2025-12-27,73943, ,BSB512493
7700 EASTPORT PARKW,4029357733CA,5992,PAYPAL *SECRET G,40,D/C SETTLEMENT,X,Pinless Settlements ,17,197.03,2025-12-27,161850, ,BSB338486
629 North High Stre,COLUMBUSOH,5999,KLARNA* WALMART,40,D/C SETTLEMENT,X,Pinless Settlements ,99,46.94,2025-12-26,200056,Y,BSB512493
10000 PARK MEADOWS,8663313527CO,4814,VISIBLE,40,D/C SETTLEMENT,X,Pinless Settlements ,67,25.0,2025-12-26,63745, ,BSB512493
469 Stevens Ave,PortlandME,5814,SQ *NORIMOTO BAK,40,D/C SETTLEMENT,X,Pinless Settlements ,37,24.22,2025-12-26,124355, ,BSB210399
"Karaiskaki, 13",Limassol,7298,SA_walk-fit.io,40,D/C SETTLEMENT,X,Pinless Settlements ,89,38.95,2025-12-29,165317,Y,BSB159874
385 FAITH RD,SALISBURYNC,5651,OLD NAVY US 6479,40,D/C SETTLEMENT,X,Pinless Settlements ,98,21.38,2025-12-26,130515, ,BSB317994
740 HOGAN ROAD,BANGORME,5814,TACO BELL 040379,40,D/C SETTLEMENT,X,Pinless Settlements ,75,7.56,2026-01-02,194200, ,BSB356399
15260 VENTURA BLVD,SHERMAN OAKSCA,5816,XSOLLA /MONOPOLY,40,D/C SETTLEMENT,X,Pinless Settlements ,59,3.16,2026-01-03,182908, ,BSB516842
7700 EASTPORT PARKW,4029357733CA,8999,PAYPAL *HAFNERPA,40,D/C SETTLEMENT,X,Pinless Settlements ,89,115.0,2026-01-02,12813, ,BSB414827
2 CANAL PLZ,PORTLANDME,8111,NORMAN HANSON AN,40,D/C SETTLEMENT,X,Pinless Settlements ,59,994.83,2026-01-02,124255, ,BSB367291
One Microsoft Way,REDMONDWA,5818,MICROSOFT*XBOX,40,D/C SETTLEMENT,X,Pinless Settlements ,44,2.1,2025-12-31,120953, ,BSB153333
Apex House 3 Embass,BIRMINGHAM,7230,SP FLORACURL.COM,40,D/C SETTLEMENT,X,Pinless Settlements ,17,72.7,2026-01-04,11513, ,BSB321096
85 Willow Road,MENLO PARKCA,6211,ROBINHOOD MONEY,40,D/C SETTLEMENT,X,Pinless Settlements ,74,40.0,2026-01-04,83400, ,BSB230335
100 MT AUBURN ST,AUBURNME,5814,DUNKIN #342777,40,D/C SETTLEMENT,X,Pinless Settlements ,85,13.6,2026-01-02,91800, ,BSB142455
878 STILLWATER AVE,BANGORME,5814,FIVE GUYS ME 158,40,D/C SETTLEMENT,X,Pinless Settlements ,4,8.63,2025-12-24,144044, ,BSB141858
327 MAIN ST,BANGORME,5814,DUNKIN #300268 Q,40,D/C SETTLEMENT,X,Pinless Settlements ,21,4.09,2025-12-24,125700, ,BSB141858
440 Terry Ave N,SEATTLEWA,5818,Prime Video Chan,40,D/C SETTLEMENT,X,Pinless Settlements ,69,11.59,2026-01-01,211024, ,BSB288588
1 Microsoft Way,REDMONDWA,5734,MICROSOFT*XBOX G,40,D/C SETTLEMENT,X,Pinless Settlements ,60,31.64,2026-01-01,43856,Y,BSB288588
580 HOULTON ROAD,WESTFIELDME,5814,CTLP*AROOSTOOK V,40,D/C SETTLEMENT,X,Pinless Settlements ,23,2.65,2025-12-24,184419, ,BSB501832
2598 E SUNRISE BLVD,FORT LAUDERDAFL,5967,ONLYFANS.COM*A,40,D/C SETTLEMENT,X,Pinless Settlements ,22,31.65,2025-12-25,112124, ,BSB041617
VICTORIA STREET,TFL.GOV.UK/CP,4111,TFL TRAVEL CH,40,D/C SETTLEMENT,X,Pinless Settlements ,60,18.74,2026-01-01,124156, ,BSB185771
947 ELM ST,MANCHESTERNH,5411,BUNNY S CONVENIE,40,D/C SETTLEMENT,X,Pinless Settlements ,29,3.49,2025-12-23,210537, ,BSB427428
5092 ACCESS RD,CARABASET VLYME,7999,SUGARLOAF RETAIL,40,D/C SETTLEMENT,X,Pinless Settlements ,95,73.81,2025-12-24,120939, ,BSB078789
LOGAN AIRPORT,BOSTONMA,5499,HUDSON ST2416,40,D/C SETTLEMENT,X,Pinless Settlements ,62,12.97,2025-12-31,204600, ,BSB185771
900 Piety Street,New OrleansLA,5812,Bud Rip s Old 9t,40,D/C SETTLEMENT,X,Pinless Settlements ,40,17.0,2025-12-24,1250, ,BSB051136
2900 N. Rocky Point,TAMPAFL,8398,SHRINERSHOSPITAL,40,D/C SETTLEMENT,X,Pinless Settlements ,32,20.0,2026-01-01,24600,Y,BSB248288
1221 AVENUE OF THE,NEW YORKNY,4899,SXM*SIRIUSXM.COM,40,D/C SETTLEMENT,X,Pinless Settlements ,97,13.71,2026-01-01,113104,Y,BSB248288
8410 W BRYN MAWR,CHICAGOIL,4814,USCC CALL CENTER,40,D/C SETTLEMENT,X,Pinless Settlements ,43,183.05,2025-12-31,134409,Y,BSB248288
4125 WINDWARD PLZA,ALPHARETTAGA,6012,SYNCB PHONE PAYM,40,D/C SETTLEMENT,X,Pinless Settlements ,4,138.46,2026-01-01,80715, ,BSB248288
701 E 60th St No,SIOUX FALLSSD,6012,"CITIBANK, N.A.",40,D/C SETTLEMENT,X,Pinless Settlements ,16,200.0,2026-01-01,71357, ,BSB248288
400 EXPEDITION DR S,SCARBOROUGHME,5812,THAI 9,40,D/C SETTLEMENT,X,Pinless Settlements ,24,82.0,2025-12-27,185911, ,BSB411236
1 CVS DR,800-7467287RI,5912,CVSExtraCare 800,40,D/C SETTLEMENT,X,Pinless Settlements ,92,5.0,2025-12-24,23431,Y,BSB469570
125 CIVIC CENTER DR,AUGUSTAME,5814,AROMA JOES - 219,40,D/C SETTLEMENT,X,Pinless Settlements ,71,7.45,2025-12-31,165242, ,BSB288588
65 BROAD ST,HOLLISNH,5411,LULL FARM,40,D/C SETTLEMENT,X,Pinless Settlements ,81,34.98,2025-12-24,121630, ,BSB470105
303 2nd Street Suit,SAN FRANCISCOCA,5812,DD *DOORDASHDASH,40,D/C SETTLEMENT,X,Pinless Settlements ,6,9.99,2026-01-01,165417,Y,BSB185771
4 WORLD TRACE CENTE,8777781161NY,4899,SPOTIFY,40,D/C SETTLEMENT,X,Pinless Settlements ,95,13.57,2026-01-03,80711,Y,BSB387268
1455 Market Street,8005928996CA,4121,UBER *TRIP HELP.,40,D/C SETTLEMENT,X,Pinless Settlements ,11,92.94,2026-01-03,81303, ,BSB387268
ONE APPLE PARK WAY,CUPERTINOCA,5818,APPLE.COM/BILL,40,D/C SETTLEMENT,X,Pinless Settlements ,46,9.99,2025-12-31,115018,Y,BSB470105
ONE APPLE PARK WAY,CUPERTINOCA,5818,APPLE.COM/BILL,40,D/C SETTLEMENT,X,Pinless Settlements ,34,0.99,2025-12-31,134439,Y,BSB503930
"RM517, NEW CITY CEN",HONGKONG,5817,UBOX,40,D/C SETTLEMENT,X,Pinless Settlements ,48,39.8,2026-01-02,41547,Y,BSB342362
600 COOLIDGE DR.,FOLSOMCA,4814,VERIZON WRL MY A,40,D/C SETTLEMENT,X,Pinless Settlements ,62,49.39,2025-12-31,70634, ,BSB021988
